position,crown,db_horse_count,owner_count,owner_names,uma_horse_count,examples
prefix,テーオー,208,1,小笹公也,95,テーオーアマゾン | テーオーアラジン | テーオーアリエス | テーオーアルアイン | テーオーアンジェラ
prefix,テルノ,88,3,中村照彦 | 東豊物産 | 高橋照夫,0,
prefix,デルマ,484,1,浅沼廣幸,100,デルマアサマ | デルマアシュラ | デルマアズラエル | デルマアソ | デルマアビセタオシ
prefix,デンコウ,101,1,田中康弘,4,デンコウセッカ | デンコウハピネス | デンコウメジャー | デンコウリジエール
prefix,テンザン,124,3,小山田兼敏 | 平野三郎 | 平野澄江,3,テンザンバレリーナ | テンザンパパ | テンザンペレ
prefix,トウカイ,471,2,内村正則 | 高橋義和,21,トウカイイグニス | トウカイエトワール | トウカイエルデ | トウカイオルデン | トウカイカグラ
prefix,ドウカン,159,2,新井操 | 新井興業,0,
prefix,トウケイ,100,1,木村信彦,3,トウケイカッタロー | トウケイタンホイザ | トウケイチョウテン
prefix,トウショウ,345,2,トウショウ産業 | 藤田衛成,1,トウショウクラウド
suffix,トウショウ,345,3,トウショウ産業 | 藤田正明 | 藤田衛成,5,サドルトウショウ | シャトルトウショウ | ソシエテトウショウ | ドライヴトウショウ | ヴァイストウショウ
prefix,トーア,307,4,伊藤昭二 | 東亜駿馬 | 高山ランド | 高山澄子,30,トーアアイギス | トーアアグネス | トーアアネラ | トーアウィリアム | トーアエデン
prefix,トーセン,772,2,島川利子 | 島川隆哉,89,トーセンアウローラ | トーセンアシュリー | トーセンアデレード | トーセンアナベル | トーセンアマンダ
prefix,トーホウ,323,1,東豊物産,23,トーホウエンジェル | トーホウガレオン | トーホウキザン | トーホウグランツ | トーホウグロリアス
prefix,トーヨー,107,2,トーヨークラブ | 中嶋宏,0,
prefix,トーワ,168,3,井山健一 | 斉藤一郎 | 齋藤すゞ,0,
prefix,トキノ,77,7,中野正則 | 富田輝次 | 岡田勇 | 新井興業 | 渡辺典六 | 田中久續 | 田中準市,18,トキノカサドール | トキノカンピオーネ | トキノキングダム | トキノケリー | トキノゴールド
prefix,トシ,118,4,上村利幸 | 上村叶 | 上村孝輝 | 松田敏雄,4,トシギャングスター | トシッキー | トシッキーセカンド | トシミチ
prefix,トップ,199,12,コオロ | サンデーレーシング | ジョイ・レースホース | ヒダカ・ブリーダーズ・ユニオン | 中村勝男 | 友駿ホースクラブ | 大崎浩一 | 大関 | 宮内牧場 | 横瀬兼二 | 猪野毛雅人 | 紅露純,42,トップアタック | トップアメリカン | トップウイナー | トップエアデール | トップエリア
prefix,トミケン,150,5,トミケン | 佐野信幸 | 冨樫賢二 | 富岡博 | 富樫アキ子,7,トミケンアラバール | トミケンエンデレア | トミケンシャイリ | トミケンプラセール | トミケンプロズバ
prefix,ドラゴン,124,4,ビッグ | 田頭勇貴 | 窪田康志 | 窪田芳郎,17,ドラゴンウィッシュ | ドラゴンウェルズ | ドラゴンガール | ドラゴンキッド | ドラゴングライダー
prefix,トラスト,86,3,菅波滿 | 菅波立知子 | 菅波雅巳,16,トラストエムシー | トラストガーベラ | トラストキンタロウ | トラストギャロップ | トラストケンシン
prefix,ドリーム,152,11,サンデーレーシング | セゾンレースホース | ドリームターフ組合 | ヒダカ・ブリーダーズ・ユニオン | ライオンレースホース | 堀口晴男 | 大栄牧場 | 宮本進 | 社台レースホース | 青山洋一 | 飯田正剛,45,ドリームアイ | ドリームアゲイン | ドリームアンコール | ドリームウィーバー | ドリームウォリアー
prefix,ナスノ,101,1,那須野牧場,3,ナスノカンゲツ | ナスノコウラン | ナスノソナタ
prefix,ナムラ,737,3,ディアレスト | 奈村信重 | 奈村睦弘,110,ナムラアイアイサー | ナムラアダム | ナムラアトム | ナムラアニカ | ナムラアラシ
prefix,ナリタ,348,2,オースミ | 山路秀則,21,ナリタアワユキ | ナリタアンビション | ナリタアーマー | ナリタイチモンジ | ナリタウルフ
prefix,ナンヨー,130,1,中村徳也,21,ナンヨーアイボリー | ナンヨーアゼリア | ナンヨーアミーコ | ナンヨーイザヨイ | ナンヨーウイング
prefix,ニシノ,1287,8,成田隆好 | 西山正行 | 西山牧場 | 西山茂行 | 西島清 | 西庄司 | 西村亮二 | 西野正雄,206,ニシノアイオーン | ニシノアウェイク | ニシノアクシス | ニシノアナ | ニシノアヤカゼ
prefix,ニッポー,130,2,エヌ・アール・ユー | 山石祐一,0,
prefix,ニホンピロ,501,4,小林保 | 小林保一 | 小林百太郎 | 小林英一,43,ニホンピロアリー | ニホンピロアレイ | ニホンピロエール | ニホンピロオーセン | ニホンピロカスター
prefix,ネオ,124,6,キャロットファーム | サンデーレーシング | 小林仁幸 | 市岡光顯 | 朝井憲一 | 西田俊二,42,ネオアカジョウ | ネオアステーリ | ネオアスペクト | ネオアビー | ネオアマゾネス
prefix,ノア,94,2,佐山公男 | 杉元四男,27,ノアアジレ | ノアサンサン | ノアシルヴィ | ノアシーザリオ | ノアジーニアス
prefix,ノース,78,8,グランド牧場 | 北島弥五郎 | 北村実地子 | 吉澤克己 | 大原詔宏 | 岡本征之 | 社台レースホース | 飛野牧場,22,ノースカトレア | ノースグロリア | ノースサイド | ノースザワールド | ノースショアガール
prefix,ノーブル,163,8,キャロットファーム | ターフ・スポート | ヒダカ・ブリーダーズ・ユニオン | 中村浩章 | 吉木伸彦 | 横山秀男 | 熊田晋作 | 社台レースホース,78,ノーブルアイガー | ノーブルアイランド | ノーブルアイル | ノーブルアクト | ノーブルアスール
prefix,ノボ,118,3,LS.M | 池ばた | 矢野琢也,20,ノボインパクト | ノボグリーンアップ | ノボコッチャン | ノボザドリーム | ノボシュンシュン
prefix,ハーバー,124,1,ハーバー,4,ハーバードスクエア | ハーバービュー | ハーバーフロント | ハーバーライト
prefix,パープル,86,5,中野銀十 | 八百板俊一郎 | 木村牧場 | 松岡隆雄 | 臼田浩義,22,パープルアドミラル | パープルウインド | パープルガーネット | パープルクラウド | パープルグローリー
suffix,バイオ,173,2,バイオ | 竹田寿,27,アクセルインバイオ | アラモードバイオ | アルテミスバイオ | ウインドインバイオ | エキサイトバイオ
prefix,ハギノ,297,4,安岡美津子 | 日隈広吉 | 日隈良江 | 長尾儀広,22,ハギノアグレッシブ | ハギノアトラス | ハギノアネラ | ハギノアルデバラン | ハギノアレグリアス
prefix,ハクサン,157,5,不破勝 | 不破孝一 | 不破義勝 | 河崎五市 | 篠崎恒雄,64,ハクサンアイ | ハクサンアイリス | ハクサンアップル | ハクサンアマゾネス | ハクサンアルタイル
prefix,ハセノ,97,2,長谷川文夫 | 長谷川泰一,6,ハセノエクスプレス | ハセノガイセン | ハセノクラウン | ハセノパイロ | ハセノビーバー
prefix,バトル,235,1,宮川秋信,16,バトルアックス | バトルエンジェル | バトルオサンナ | バトルキャット | バトルクライ
prefix,ハマノ,86,5,ホースタジマ | 浜井弘至 | 浜島次男 | 田島榮二郎 | 若浜三郎,2,ハマノキョウケン | ハマノヒカリ
prefix,ハヤテ,128,2,加藤豊三 | 川部宏,5,ハヤテノオジョー | ハヤテノコフク | ハヤテノシンノスケ | ハヤテノツバサ | ハヤテノフクノスケ
suffix,バローズ,298,1,猪熊広次,120,アイアンバローズ | アイザックバローズ | アイリスバローズ | アイルトンバローズ | アデルバローズ
prefix,バンダム,126,3,バンダムカンパニー | 山科直治 | 山科統,2,バンダムアゲイン | バンダムソレール
prefix,バンブー,256,2,バンブー牧場 | 竹田辰一,1,バンブーグローブ
suffix,バンブー,167,2,バンブー牧場 | 竹田辰一,8,アンダーザバンブー | エクメディバンブー | カレンバンブー | コンチバンブー | サンドバンブー
prefix,ビービー,121,2,坂東勝彦 | 坂東牧場,42,ビービーアクティブ | ビービーアジャイル | ビービーアリオン | ビービーアルカイコ | ビービーエフォート
prefix,ピエナ,93,1,本谷兼三,23,ピエナアイル | ピエナイオス | ピエナオルカ | ピエナオルフェ | ピエナカイト
prefix,ヒカリ,158,3,ひかり | ヒカリクラブ | 當山隆則,5,ヒカリイロノツバサ | ヒカリオーソ | ヒカリガサスホウヘ | ヒカリスペクトル | ヒカリノアメ
prefix,ヒカル,199,6,テイトレーシングクラブ | 中脇満 | 安蒜一修 | 服部文男 | 高橋京子 | 高橋光,8,ヒカルエリザベス | ヒカルノキミ | ヒカルノナギー | ヒカルノマッキー | ヒカルファルコン
prefix,ビコー,80,1,レジェンド,1,ビコーズウイキャン
prefix,ピサ,122,1,市川義美,1,ピサラクー
prefix,ピサノ,124,2,市川義美 | 市川義美ホールディングス,0,
prefix,ヒシ,352,3,HishiPartners | 阿部雅一郎 | 阿部雅英,16,ヒシアイラ | ヒシアマレット | ヒシアマン | ヒシアムルーズ | ヒシアラカン
prefix,ビゼン,79,3,ひるせん | 中澤幸幹 | 藤田正蔵,0,
prefix,ビッグ,175,10,ビッグ | ビッグルーフレーシング | 中辻明 | 吉田千津 | 坪野谷和平 | 小林昌志 | 幅田昌伸 | 西村新一郎 | 関駿也 | 高田久成,62,ビッグアメリカン | ビッグアンサー | ビッグウィリー | ビッグウェーブ | ビッグカレンルーフ
prefix,ビップ,97,1,鈴木邦英,40,ビップアクア | ビップアリエル | ビップアリス | ビップウインク | ビップクララ
prefix,ヒミノ,89,2,佐々木八郎 | 森越林太郎,3,ヒミノイチシロ | ヒミノエトワール | ヒミノフラッシュ
prefix,ヒルノ,94,2,ヒルノ | 蛭川正文,27,ヒルノアローザ | ヒルノアントラ | ヒルノエドワード | ヒルノエルニド | ヒルノオークランド
prefix,ヒロノ,136,9,サンエイ開発 | 伊藤博 | 伊藤裕子 | 小野博郷 | 山内広 | 廣嶋景子 | 廣嶋誠二 | 西村博 | 高原将浩,20,ヒロノエクスカリバ | ヒロノオオゾラ | ヒロノカッター | ヒロノキラメキ | ヒロノギフテッド
prefix,ファイン,101,9,ゴドルフィン | 井山登 | 吉田修 | 吉田孝 | 吉田宏 | 大原詔宏 | 服部三男 | 片山博志 | 飯田正剛,24,ファインイユー | ファインウーマン | ファインキック | ファインギフト | ファイングロー
prefix,ファンドリ,148,1,水戸富雄,0,
prefix,フィールド,108,1,地田勝三,10,フィールドアピール | フィールドカーン | フィールドクィーン | フィールドグーフィ | フィールドゲラン
suffix,フォンテン,145,2,吉橋興生 | 吉橋計,15,カジノフォンテン | グリンフォンテン | コビナイフォンテン | コロラドフォンテン | シカゴフォンテン
prefix,フクノ,80,5,佐藤範夫 | 小沼博 | 服部新平 | 福島実 | 福島祐子,25,フクノアルズ | フクノアンタレス | フクノエルデ | フクノエヴリー | フクノカトレア
prefix,フサイチ,171,2,岡田牧雄 | 関口房朗,0,
prefix,フジノ,279,14,インペリアル | 中村寛俊 | 大橋清助 | 富士開発 | 小尾洸 | 熊坂富寿雄 | 藤井一雄 | 藤井五三 | 藤井農牧場 | 藤本照男 | 藤沢和徳 | 藤田寅雄 | 藤谷一雄 | 西村幸造,3,フジノアルファ | フジノカナリア | フジノパンサー
prefix,フジヤマ,87,2,藤本美也子 | 藤本龍也,1,フジヤマブシ
prefix,フミノ,200,3,菅野善文 | 谷三 | 谷二,0,
prefix,ブライティア,123,1,小林昌志,11,ブライティアアンナ | ブライティアコバ | ブライティアセルバ | ブライティアダイヤ | ブライティアビーム
prefix,ブラック,84,13,HimRockRacingホールディングス | サンデーレーシング | ターフ・スポート | 三宅勝俊 | 吉田勝己 | 吉田和美 | 杉山忠国 | 田頭勇貴 | 社台レースホース | 金子真人ホールディングス | 高昭牧場 | 黒岩晴男 | 黒澤尚,95,ブラックアイロン | ブラックアウト | ブラックアスラーダ | ブラックアダマス | ブラックアピス
prefix,ブランド,302,5,大宮国際 | 榎本富三 | 西山正行 | 西山牧場 | 西山茂行,1,ブランドブラン
prefix,ブル,79,10,HimRockRacingホールディングス | キャロットファーム | サンデーレーシング | ノースヒルズ | 友駿ホースクラブ | 吉田勝己 | 桜井欣吾 | 田中達子 | 社台レースホース | 高田秀信,170,ブルアモーレ | ブルクトーア | ブルクラシコ | ブルグミューラー | ブルゴーニュ
prefix,ブルベア,89,2,ブルアンドベア | 森中蕃,8,ブルベアイリーデ | ブルベアカイリ | ブルベアガロン | ブルベアナノ | ブルベアハロン
prefix,ペイシャ,201,1,北所直人,70,ペイシャアゲイン | ペイシャアップ | ペイシャアル | ペイシャアンジェロ | ペイシャアーサー
prefix,ベスト,95,14,キャロットファーム | グランド牧場 | ゴドルフィン | サンデーレーシング | ヒダカ・ブリーダーズ・ユニオン | 吉田勝己 | 小西良明 | 沖田正憲 | 磯山司郎 | 社台レースホース | 西村新一郎 | 飯田正剛 | 馬場幸夫 | 高田久成,49,ベストアルカディア | ベストイズアスク | ベストインクラス | ベストオブキング | ベストオブケリー
prefix,ペプチド,91,1,沼川一彦,27,ペプチドアサヒ | ペプチドアバンス | ペプチドアロン | ペプチドアーニャ | ペプチドエレノア
prefix,ベルウッド,76,2,蓑島竜一 | 鈴木照雄,20,ベルウッドアサヒ | ベルウッドアラシ | ベルウッドウズメ | ベルウッドクレド | ベルウッドグラス
prefix,ベルモント,164,1,ベルモントファーム,0,
prefix,ホウオウ,179,1,小笹芳央,121,ホウオウアクセル | ホウオウアシュリン | ホウオウアマゾン | ホウオウアムルーズ | ホウオウアリシア
suffix,ポート,158,1,ターフ・スポート,6,イルデポート | ゲインサポート | ニホンピロポート | ピースポート | フリーパスポート
prefix,ホーマン,97,2,久保久人 | 久保博文,0,
prefix,ホクト,176,5,丹羽信雄 | 北斗牧場 | 布施光章 | 森滋 | 金森森商事,5,ホクトアダマス | ホクトシュンパチ | ホクトシーダー | ホクトブルース | ホクトローリー
prefix,ホッカイ,269,5,北海牧場 | 石田允泉 | 石田宏 | 石田英雄 | 高木繁光,2,ホッカイダイオー | ホッカイメルケル
prefix,ホッコ,97,1,矢部幸一,9,ホッコーアカツキ | ホッコーアドミラル | ホッコーアリス | ホッコーカリュウ | ホッコーソムニウム
prefix,ホッコー,141,3,北幸商事 | 矢部幸一 | 矢部道晃,9,ホッコーアカツキ | ホッコーアドミラル | ホッコーアリス | ホッコーカリュウ | ホッコーソムニウム
prefix,ポット,169,2,ポット牧場 | 壺山佐夜子,0,
prefix,マーブル,105,2,下村直 | 下村芳久,12,マーブルエンジェル | マーブルカリクロ | マーブルケイケー | マーブルチャン | マーブルパレス
prefix,マイネル,1752,1,サラブレッドクラブ・ラフィアン,185,マイネルアイフェル | マイネルアウルム | マイネルアストリア | マイネルアズーロ | マイネルアットーレ
prefix,マキハタ,84,1,槇本牧場,0,
prefix,マコト,146,3,ディアマント | 尾田左知子 | 眞壁明,16,マコトアタキギリ | マコトアディントン | マコトアムレト | マコトエウロペ | マコトエトルリア
prefix,マサノ,79,5,上原正良 | 中村時子 | 古賀禎彦 | 横山正二 | 猪野毛雅人,21,マサノイロハ | マサノエターナル | マサノエンペラー | マサノカトレア | マサノカナリア
prefix,マチカネ,583,4,吉田千津 | 細川悦男 | 細川明彦 | 細川益男,1,マチカネタ
prefix,マツリ,132,7,マツケン農場 | 成瀬喜好 | 松井ヨリ子 | 松井健一 | 松岡辰子 | 谷田元彦 | 谷田松枝,12,マツシマ | マツリダイコ | マツリダカヴァロ | マツリダゲンキマン | マツリダショパン
prefix,マテンロウ,91,1,寺田千代乃,54,マテンロウアイ | マテンロウアトラス | マテンロウアネモス | マテンロウアルカナ | マテンロウアルテ
prefix,マヤノ,285,2,田所祐 | 田所英子,4,マヤノイマジン | マヤノガルネリ | マヤノシャムロック | マヤノハルモニア
prefix,マリノ,93,6,クラウン | 和田志保 | 矢野まり子 | 矢野恭裕 | 矢野悦三 | 矢野雅子,37,マリノアズラ | マリノエステーラ | マリノエスプレッソ | マリノエルドラド | マリノカサブランカ
prefix,マルカ,199,2,日下部猛 | 河長産業,21,マルカアトラス | マルカアルバ | マルカイグアス | マルカオペラ | マルカシャルマン
prefix,マルシゲ,123,1,坂東島繁藤,0,
prefix,マルターズ,75,2,藤田与志男 | 藤田在子,3,マルターズデイ | マルターズドン | マルターズヴェロス
prefix,マルタカ,245,5,國立治 | 田中友一 | 鈴木隆雄 | 高橋まゆみ | 高橋義和,0,
prefix,マルブツ,292,3,大沢毅 | 大澤利久 | 大澤毅,1,マルブツプライド
prefix,マンジュデン,76,2,カネキ競走馬 | 戎谷昌樹,0,
prefix,ミキノ,95,4,ミキハウス | 宮崎三郎 | 池田實 | 谷口久和,10,ミキノイチゴ | ミキノエイトビート | ミキノオーボエ | ミキノカラクリバコ | ミキノクラップス
prefix,ミッキー,236,2,三木久史 | 野田みづき,65,ミッキーアプローズ | ミッキーアロット | ミッキーイーグル | ミッキーウィン | ミッキーエイト
prefix,ミナミノ,94,2,中根久治 | 永嶋道治,0,
suffix,ミノル,93,2,吉岡實 | 吉岡輝美,27,アダマスミノル | アルバートミノル | アルメイダミノル | イナズマミノル | エスポワールミノル
prefix,ミホ,126,2,堤勘時 | 堤賢一,3,ミホスローロリス | ミホノキセキ | ミホノハヤテ
prefix,ミヤギ,112,1,菅原光博,9,ミヤギエンペラー | ミヤギザオウ | ミヤギシリウス | ミヤギフェニックス | ミヤギプリンセス
prefix,ミヤビ,105,2,村上義勝 | 榎本二三男,22,ミヤビアストレア | ミヤビアミーラ | ミヤビアンセム | ミヤビアーク | ミヤビエクセレント
prefix,ミリオン,109,3,ミリオンサラブレッドクラブ | 吉永藤雄 | 岡崎牧場,13,ミリオンアップ | ミリオンクラウン | ミリオングローリー | ミリオンジェンヌ | ミリオンタイムズ
prefix,ミルフォード,82,3,則武博文 | 則武愛康 | 則武清司,0,
prefix,メイショウ,2339,3,松本和子 | 松本好隆 | 松本好雄,465,メイショウアイク | メイショウアイナ | メイショウアイル | メイショウアオコチ | メイショウアカツキ
prefix,メジロ,821,4,メジロ商事 | メジロ牧場 | 北野俊雄 | 岩崎伸道,1,メジロピオラ
prefix,メモリー,118,2,シンザンクラブ | 橋元幸次,10,メモリーエアシップ | メモリーエフェクト | メモリーグラス | メモリーサボアール | メモリーズオブユー
prefix,モガミ,196,3,早坂太吉 | 最上ホースクラブ | 最上牧場,0,
prefix,モズ,220,2,キャピタル・システム | 北側雅司,93,モズアカトンボ | モズアカボス | モズアンカー | モズアンタレス | モズアンドモズ
prefix,ヤクモ,169,2,小倉正夫 | 山崎牧場,1,ヤクモドリーム
prefix,ヤマイチ,200,8,山住勲 | 山口久夫 | 山口節子 | 山岡辰次郎 | 山田博康 | 清水一郎 | 西村新一郎 | 越村哲男,206,ヤマイチアクトレス | ヤマイチエスポ | ヤマイチキャプテン | ヤマイチステート | ヤマイチマチルド
prefix,ヤマカツ,128,3,山田博康 | 山田和夫 | 駒秀,11,ヤマカツオリオン | ヤマカツオードリー | ヤマカツタイガ | ヤマカツダーリン | ヤマカツパトリシア
prefix,ヤマト,87,6,サン | 坂東政雄 | 巽熊一 | 西中大三郎 | 西野種一 | 醍醐徹,14,ヤマトオーザー | ヤマトカチドキ | ヤマトコウセイ | ヤマトシルビア | ヤマトシーダー
prefix,ヤマニン,1031,5,ヤマニン | 土井商事 | 土井宏二 | 土井肇 | 土井薫,98,ヤマニンアストロン | ヤマニンアズライト | ヤマニンアドホック | ヤマニンアマルタス | ヤマニンアラクリア
prefix,ヤマノ,235,11,山住れい子 | 山住勲 | 山住知平 | 山口久夫 | 山口克己 | 山口節子 | 山口米吉 | 山本弥恵子 | 山泉恵宥 | 杉田勝二 | 澤村敏雄,18,ヤマノアシオト | ヤマノインパクト | ヤマノウォーリア | ヤマノギフト | ヤマノグリッターズ
prefix,ヤング,95,4,小谷野次郎 | 梶原重雄 | 良原仙一 | 藤田晋,9,ヤングアメリカンズ | ヤングオーオー | ヤングジャガー | ヤングスカーレット | ヤングゼネラル
prefix,ユウ,125,6,アイテツ | 土井雄二 | 新子政勇貴 | 清水勇之助 | 碓氷ミナ子 | 碓氷勝三郎,72,ユウェンタース | ユウオウマイシン | ユウガオ | ユウキヒャクバイ | ユウギリ
prefix,ユウキ,194,3,ちきり組合 | アイテツ | 雪本秀樹,1,ユウキヒャクバイ
prefix,ユーワ,305,3,ユーワ | ユーワライディング | 東京ホースレーシング,0,
prefix,ユキノ,139,9,ウイン | ヌデ嶋孝司 | 井上基之 | 村上幸三 | 柏木務 | 河原純之 | 荒井幸勝 | 遠藤宗義 | 馬場幸廣,19,ユキノエミリオ | ユキノエリザベス | ユキノオウジサマ | ユキノクラウン | ユキノグラス
prefix,ヨシ,137,5,吉永清人 | 天野光晴 | 岡田吉信 | 田辺喜彦 | 由崎英三,30,ヨシイチ | ヨシウッドテール | ヨシオドライヴ | ヨシキタ | ヨシノアカツキ
prefix,ヨシノ,90,9,吉岡啓史 | 吉永清人 | 吉田義昭 | 吉野文雄 | 日本興産 | 林義彦 | 清水義徳 | 細谷よしの | 阿部善男,23,ヨシノアカツキ | ヨシノアヴァンセ | ヨシノイクスプレス | ヨシノイズカミング | ヨシノイースター
prefix,ライト,96,9,サンデーレーシング | 下司楯夫 | 伊藤照三 | 吉岡泰治 | 吉岡静枝 | 市瀬輝男 | 指田直行 | 社台レースホース | 藤田庸右,27,ライトアズフェザー | ライトアファイア | ライトイットアップ | ライトウォーリア | ライトオブジアース
prefix,ライン,152,1,大澤繁昌,46,ラインアルテア | ラインアルテミス | ラインアルファ | ラインアンジェラ | ラインウィンド
prefix,ラガー,182,1,奥村啓二,7,ラガークイン | ラガーダブルエイト | ラガートゥインクル | ラガービックワン | ラガープリンセス
prefix,ラブ,204,12,M・Kenichiホールディング | オールラブクラブ | スピードファーム | ノースヒルズマネジメント | ヒダカ・ブリーダーズ・ユニオン | ミルファーム | 増田陽一 | 小林祥晃 | 松岡隆雄 | 江口雄一郎 | 田頭勇貴 | 社台レースホース,118,ラブアイミー | ラブアンドハピネス | ラブアンドビーンズ | ラブアンドラッキー | ラブアンバジョ
prefix,ランド,177,2,木村善一 | 木村昌三,19,ランドエース | ランドオブサンド | ランドオブファイア | ランドオブラヴ | ランドオブリバティ
prefix,リアル,93,8,CLUBRUNFORTHEROSES | サンデーレーシング | 伊藤誠吉 | 原利和 | 吉田照哉 | 大原詔宏 | 水谷光太郎 | 社台レースホース,31,リアルアメリカン | リアルアルバ | リアルエッジ | リアルカイザー | リアルカラー
prefix,リード,89,2,池田豊治 | 熊本芳雄,7,リードアクター | リードアクトレス | リードカナリー | リードキングダム | リードザウイニング
prefix,リキ,150,4,後藤繁樹 | 高山幸雄 | 高橋力造 | 鬼嶋力也,5,リキサンクー | リキサントライ | リキサンハート | リキサンワールド | リキノキセキ
prefix,リキアイ,118,1,高山幸雄,0,
prefix,リネン,201,2,戸山光男 | 戸山昌彦,17,リネンアメリカン | リネンウォーリア | リネンエース | リネンコジーン | リネンスピリット
prefix,リュウ,221,9,三好笑子 | 三好紘之輔 | 三好紘司 | 二口雅一 | 佐藤隆 | 国光正憲 | 塚尾牧場 | 田中ふさ枝 | 福井章哉,137,リュウカルネ | リュウキシ | リュウキタイヨウ | リュウキヒナタ | リュウキヘイ
prefix,リワード,181,2,宮崎冴子 | 宮崎忠比古,16,リワードアンヴァル | リワードインペリオ | リワードエレイン | リワードコロン | リワードシデン
prefix,ルージュ,146,1,東京ホースレーシング,112,ルージュアイトーン | ルージュアイラ | ルージュアウラ | ルージュアストレア | ルージュアズライト
prefix,レインボー,97,5,イーデン産業 | サンデーレーシング | 堀脇操 | 飯田信仁 | 飯田総一郎,22,レインボーウェザー | レインボーウォリア | レインボーエンゼル | レインボーカラー | レインボーカロル
prefix,レオ,295,4,レオ | 田中博之 | 田中竜雨 | 親川智行,37,レオアジャイル | レオアトロポス | レオエンプレス | レオカクテル | レオキー
prefix,レッド,608,9,コオロ | 伊達秀和 | 千屋レッド | 増田陽一 | 東京ホースレーシング | 松本直 | 社台レースホース | 紅露純 | 谷利盛,139,レッドアイスピア | レッドアウェイク | レッドアウレア | レッドアクトゥール | レッドアスール
prefix,レディ,128,7,ヒダカ・ブリーダーズ・ユニオン | ロードホースクラブ | 友駿ホースクラブ | 小林博雄 | 日本ダイナースクラブ | 社台レースホース | 谷川牧場,66,レディアエラ | レディアグレッサー | レディアス | レディアバンティ | レディアマゾネス
prefix,ロイヤル,81,9,グリーンファーム | ターフ・スポート | ヒダカ・ブリーダーズ・ユニオン | ロイヤルパーク | ロイヤルファーム | 下河辺牧場 | 桜井欣吾 | 社台レースホース | 藤田浩,34,ロイヤルアデレード | ロイヤルアフェア | ロイヤルイブキ | ロイヤルウィル | ロイヤルウルフ
prefix,ロード,556,3,ロードホースクラブ | 川口テイ | 川口磐三,138,ロードアイオロス | ロードアウォード | ロードアクア | ロードアスタリスク | ロードアフェット
prefix,ローラン,106,1,斉藤敏博,3,ローランサン | ローランド | ローランドバローズ
prefix,ローレル,235,3,ローレルレーシング | 岩本政男 | 渡辺祥一,10,ローレルアイビー | ローレルエース | ローレルオーブ | ローレルキャニオン | ローレルクラウン
prefix,ロング,547,3,中井商事 | 中井敏雄 | 中井長一,19,ロングイ | ロングウェイホーム | ロングウッド | ロングエール | ロングサクセション
prefix,ワイド,149,6,幅田京子 | 幅田昌伸 | 杉山弘 | 杉山明夫 | 鋤元節夫 | 阪口揚造,33,ワイドアウェイク | ワイドアラジン | ワイドアルバ | ワイドイシス | ワイドエトワール
prefix,ワンダー,587,5,山本信行 | 山本能成 | 山本能行 | 岡本征之 | 村山忠弘,91,ワンダーアウメント | ワンダーアスク | ワンダーアフィラド | ワンダーアマルフィ | ワンダーアリウープ
